timestamp,ram_global_prct,cpu_global_prct,disk_io_read_mega_byte,disk_io_write_mega_byte,consumers_causality_1,messages_causality_1,publish_rate_causality_1,timestamp_formatted
2021-12-07 13:47:41,96.2,8.8,326622.48,83770.22,6,96896,472.2,21-12-07 13:47:41
2021-12-07 13:47:42,96.2,5.3,326622.48,83770.22,6,96896,472.2,21-12-07 13:47:42
2021-12-07 13:47:43,96.3,9.2,326622.48,83770.29,4,96896,472.2,21-12-07 13:47:43
2021-12-07 13:47:44,96.5,12.0,326622.48,83770.29,35,100362,472.2,21-12-07 13:47:44
2021-12-07 13:47:45,96.5,7.0,326622.48,83770.29,35,100362,737.4,21-12-07 13:47:45
2021-12-07 13:47:46,96.6,9.3,326622.48,83770.38,6,100362,737.4,21-12-07 13:47:46
2021-12-07 13:47:47,96.7,9.7,326622.48,83770.38,29,100362,737.4,21-12-07 13:47:47
2021-12-07 13:47:49,96.7,4.4,326622.48,83770.38,29,100362,737.4,21-12-07 13:47:49
2021-12-07 13:47:50,96.9,12.3,326622.48,83770.38,11,103932,737.4,21-12-07 13:47:50
2021-12-07 13:47:51,97.0,7.1,326622.63,83770.49,29,103932,682.2,21-12-07 13:47:51
2021-12-07 13:47:52,97.0,4.3,326622.71,83770.49,29,103932,682.2,21-12-07 13:47:52
2021-12-07 13:47:53,97.1,9.4,326622.71,83770.49,13,103932,682.2,21-12-07 13:47:53
2021-12-07 13:47:54,97.1,8.2,326622.71,83770.49,25,106907,682.2,21-12-07 13:47:54
2021-12-07 13:47:55,97.3,12.1,326622.71,83770.49,5,106907,692.8,21-12-07 13:47:55
2021-12-07 13:47:56,97.4,9.7,326622.71,83770.58,32,106907,692.8,21-12-07 13:47:56
2021-12-07 13:47:58,97.5,6.7,326622.71,83770.58,46,106907,692.8,21-12-07 13:47:58
2021-12-07 13:47:59,97.5,9.1,326622.71,83770.58,1,106907,692.8,21-12-07 13:47:59
2021-12-07 13:48:00,97.6,10.0,326623.47,83770.58,6,111729,692.8,21-12-07 13:48:00
2021-12-07 13:48:01,97.6,5.9,326623.58,83770.59,6,111729,811.6,21-12-07 13:48:01
2021-12-07 13:48:02,97.8,8.8,326623.7,83770.59,15,111729,811.6,21-12-07 13:48:02
2021-12-07 13:48:03,97.9,9.2,326623.7,83770.67,49,111729,811.6,21-12-07 13:48:03
2021-12-07 13:48:04,97.9,8.6,326623.7,83770.67,49,111729,811.6,21-12-07 13:48:04
